name,company_id,customer_id,subscription_id,mrr,arr,discount_count,currency,interval
Cello,co_abc71a7e-13cf-4192-8e32-7d957839c9dd,cus_ScJjjA2vcLsHDu,sub_1Rh56CKojVEYZPlXsu2yeMDY,108,,0.0,eur,month
Holafly,co_f356b8d0-f620-4b7c-bf3c-32acd882fea6,cus_ScKYzvzocVSQJi,sub_1Rh5tBKojVEYZPlXPnZswO2Y,199,,0.0,eur,month
Pixum,co_ae979dce-8760-4bd0-95af-a81a91248891,cus_ScMqZh7nxkdAjy,sub_1Rh89DKojVEYZPlXze5rfsO9,199,,0.0,eur,month
Mailtrap,co_2a30ce9a-d20d-49a5-97a7-fbdb416bbab4,cus_Sbx8vwG61Vl86p,sub_1Rh8K7KojVEYZPlXLI7wjvGh,297,,0.0,eur,month
Radyant,co_2524b71a-7bd9-4061-aebf-901928dc63ee,cus_ScO1DPbRPnABxT,sub_1Rh9FSKojVEYZPlXGNEls3uO,499,,0.0,eur,month
Candid Hospitality,co_9d4556ca-7184-4cee-8734-975eef1d2dd1,cus_ScOSHkDAXzzGeZ,sub_1Rh9hKKojVEYZPlX6OAugEXj,89,,0.0,eur,month
mobile.de,co_e6525668-8008-474d-8468-3d18c32cbe79,cus_ScL1v2KF7uXO56,sub_1RhAGjKojVEYZPlX4IxfSdJC,77,919.0,0.0,eur,year
Stradigi,co_6ff69d47-cd7e-4925-8b3d-5ec55446b385,cus_ScV0WYehbzmJ5c,sub_1RhG1WKojVEYZPlXS0bXJUqr,200,,0.0,eur,month
SMM Deal Finder,co_66ead464-baad-4f28-8753-f2ef9464aba1,cus_ScVXJ35aZBZU9M,sub_1RhGXMKojVEYZPlXSv3OMutB,89,,0.0,eur,month
TLDR,co_67614fc0-5aa7-48a1-884d-d351b8de4fe4,cus_ScfnoGuCsiOCLP,sub_1RhQUXKojVEYZPlX54T8dlkz,199,,0.0,eur,month
Global Board Institute,co_5b54c92f-cd7b-4c87-952e-c5bcc1f546ed,cus_ScgzEtDfZlj1WD,sub_1RhRbNKojVEYZPlXLDg8FBHK,89,,0.0,eur,month
Lenny Financial,co_59f1c6be-098c-4d3a-b013-079741b334db,cus_Sclx8Iwug4JZnn,sub_1RhWTCKojVEYZPlXDw4o0nba,89,,0.0,eur,month
MITA Nutra,co_b9906b24-efb7-4bd8-a111-e5109afbd585,cus_Sd8bUiz6aoYrmi,sub_1RhsKcKojVEYZPlXzTm6aBk0,89,,0.0,eur,month
All Trades Cover,co_64e5af13-a85d-434a-a299-9311148e6db0,cus_SdQD8qessZ0DjI,sub_1Ri9P6KojVEYZPlX8t6ZcgMx,199,,0.0,eur,month
moccu,co_afa57de5-3631-42a3-a0d1-44765d2325f3,cus_SdQooVGm3ccnoM,sub_1Ri9xcKojVEYZPlXZlPuoT0n,89,,0.0,eur,month
Klaas Willaert,co_b25d6fa9-697b-4607-a4e1-40a2f90735ed,cus_SdR6vr89SkLBsV,sub_1RiAH7KojVEYZPlXbhfP2F2t,89,,0.0,eur,month
Benjamin Kaim,co_811ac302-aae9-4b74-8026-f8f06d058c08,cus_SdROVmvAJAb4kt,sub_1RiAY0KojVEYZPlXVGGzLHQB,199,,0.0,eur,month
Yellowball,co_d4224248-b582-40c9-bbd7-ba62380e9875,cus_SdRO5Zv2gK1MJf,sub_1RiAZCKojVEYZPlXhWOP99le,199,,0.0,eur,month
YOVEGO Productions GmbH,co_fd837794-2dbe-4a5e-afae-6afc74d6b21e,cus_SdRe2M0WDkZsgQ,sub_1RiEG0KojVEYZPlXvzqL6XPU,89,,0.0,eur,month
Gigs,co_5eb83f9c-f941-4762-b07c-c5c8dc3fe1f9,cus_SdVfmDqbptDQl3,sub_1RiEfiKojVEYZPlXyZdwKi1K,89,,0.0,eur,month
Clay Global,co_66d64c62-42a3-44bd-aa0c-06db2ad7e45b,cus_SdVxHDNzhrUQpN,sub_1RiF72KojVEYZPlXo9xuIk2T,89,,0.0,eur,month
enso,co_b1052e15-87fc-42c2-b813-aa190c13bf6a,cus_SdWJz7BOWgF2Xz,sub_1RiFHfKojVEYZPlXpAX5pVqS,89,,0.0,eur,month
10Web,co_614243f0-b327-4cc7-acae-2f62d829af08,cus_SdWjrw3WHMytgF,sub_1RiFfmKojVEYZPlXU84WzIKZ,89,,0.0,eur,month
Cirklé,co_79661dc7-06b8-4622-9798-af604290fe97,cus_SdXq4Jp9ieHIRz,sub_1RiGlfKojVEYZPlXy3u3PV09,89,,0.0,eur,month
Woww,co_6c109b33-2cc4-4f1b-998c-392f0b69153d,cus_SdYHO2S5pCyNhy,sub_1RiHAmKojVEYZPlXkLwAqon8,499,,0.0,eur,month
Proactive Media GmbH,co_5a097717-7944-4405-a9ce-c2b34122d889,cus_SdYqswG6mxnAmH,sub_1RiHkfKojVEYZPlXfnsK4wuj,178,,0.0,eur,month
Proper,co_bb755925-1cee-47dd-8192-9f6a8689d638,cus_SdZXYaEVUmsNu3,sub_1RiIOSKojVEYZPlXXs2teIjZ,720,,0.0,eur,month
Blink,co_d6870100-2c6b-4857-8eda-b2fd0888fc10,cus_Sdbt7BITSMYvPw,sub_1RiKhcKojVEYZPlXg7IP0eih,89,,0.0,usd,month
Ontra,co_3b4e0ab5-df32-41da-9a3d-b84b3da872c4,cus_SddQbfPWW4QZrW,sub_1RiMVoKojVEYZPlXToEXiCLR,199,,0.0,usd,month
Growth Partners,co_26e79e66-15e7-476a-bd65-27f327178550,cus_SJE42QkwQJonxF,sub_1RiNk5KojVEYZPlXyaDEX343,267,,0.0,eur,month
GenderGP,co_4c1432b3-44f5-4cc8-8ef7-dfbeceb1314c,cus_Sdl4HjrlGf3Dvd,sub_1RiTYXKojVEYZPlXauJyRS1x,398,,0.0,eur,month
IBB,co_f8f14db8-35b1-4c64-8671-37f13984cba9,cus_SdltN2GPNHDbQM,sub_1RiUMIKojVEYZPlXMwsDESU4,249,,0.0,eur,month
test,co_cab2204a-714d-428c-91ae-b175d70f0ec8,cus_SdTbZZ3hx4PNDo,sub_1RiUc3KojVEYZPlXcMEVBLSO,89,,0.0,eur,month
VOR Shoes,co_82ebcce2-c5c7-4ed0-acbd-33b6d029e7d3,cus_Sdo89ISLBkY9Y1,sub_1RiWWjKojVEYZPlXm66LPLml,89,,0.0,eur,month
EQWAL,co_dec523eb-f5d0-475e-8e34-604f0e599c3f,cus_SdqC6aeIQYgBrB,sub_1RiYXrKojVEYZPlX7fxgJCs3,77,919.0,0.0,eur,year
Kopfpirat,co_9af4c9e7-b89e-4845-ac67-f0eb82874593,cus_Sdqfz2UTM4Sb8I,sub_1RiYz9KojVEYZPlXCREz2ovE,89,,0.0,eur,month
Storiebox,co_d4728073-feb8-4399-b06e-599628399e61,cus_SdqTev8Bx47wTA,sub_1RiZ4sKojVEYZPlXd33YzUoF,89,,0.0,eur,month
GAME ON,co_55a4b20d-3a07-4499-aae0-eff10102aa16,cus_SdpriXYn0duxUN,sub_1Ria0gKojVEYZPlX5iJb7jt2,89,,0.0,eur,month
Embeddable,co_5a28dd3c-3338-43fb-a6c4-e75789e33c81,cus_Sds0nnA9dJwXg3,sub_1RiaJ9KojVEYZPlXGTPY3NQU,89,,0.0,eur,month
,,cus_SdsrgpX3bYFPHf,sub_1Rib7XKojVEYZPlXSpSNULd3,199,,0.0,eur,month
Seobuddha GmbH,co_67b981a8-2dc8-4553-bc9d-717d7ca47847,cus_ScMc3i1Xu3yCcP,sub_1RicEHKojVEYZPlXDkLDSzUt,400,,0.0,eur,month
Propellernet,co_96e46fb5-df5a-475a-b2b5-a2c6ba67bcc0,cus_Sdu32E8z37V8zR,sub_1RicGfKojVEYZPlXHPSlOSMc,89,,0.0,eur,month
KO-PYLOT,co_0844146b-3347-4c88-87ee-45abdae048e8,cus_SdusdBrGL98Jj9,sub_1Rid70KojVEYZPlXOl9XgNYl,89,,0.0,eur,month
Sendoso,co_7f9ac38b-7030-4a9b-badc-4756be47d712,cus_SdviCNXpAQP5Iz,sub_1RidrjKojVEYZPlXpcll39NG,89,,0.0,usd,month
Orchid,co_836c453c-3a3a-468f-b923-a42bd7b13386,cus_Sc3hwZITN0lC8t,sub_1RieVnKojVEYZPlXDK8859Kj,89,,0.0,eur,month
Greenline ,co_a460f741-27d7-46fd-b2db-ded9e76e5a1d,cus_SdwbmmgprZhRuq,sub_1RieifKojVEYZPlX4c3lHmck,178,,0.0,usd,month
Bauman Rare Books,co_d08c8841-d8e3-4c0f-a624-b599379dc96c,cus_Sdxdx04fKTmLj9,sub_1Rig0bKojVEYZPlX1ivpDMdr,89,,0.0,usd,month
Searchbloom,co_9dbefa4a-ec42-4f59-9a72-5ef4ccac6b58,cus_SdxxTkvJFgwaca,sub_1Rig1BKojVEYZPlXKl1LJ93X,398,,0.0,eur,month
Syte,co_4f006306-12d4-4311-92c6-7f0e207befa8,cus_Se0jNRuhCUUZVg,sub_1RiiolKojVEYZPlXR3Xp8uNL,89,,0.0,eur,month
WOXOW,co_6e098e5d-2923-429f-8e62-bb74d43923b3,cus_Se1zmVlRWeIOU6,sub_1RijxpKojVEYZPlXfxAp9CUH,178,,0.0,eur,month
papernest,co_0e1709f0-2f26-446b-8def-67c91267df11,cus_SeAjqheBJRgjPu,sub_1RisQCKojVEYZPlXXHcvoy9d,89,,0.0,eur,month
Kapten & Son,co_e94b92f8-35a1-4b92-8be7-2307643a6ad8,cus_SeDY7KhXgBoBFk,sub_1RivE5KojVEYZPlXgjAIdTqr,89,,0.0,eur,month
Sharetribe,co_0bafaae7-6002-433a-861c-f8d2606c739d,cus_Sbe5eqx5EzshHX,sub_1RiwkDKojVEYZPlXhC7zcmWL,89,,0.0,eur,month
Semotion GmbH,co_6a85ecaa-0f51-4459-a919-011a0f78aba6,cus_SeCABG8q47jBZj,sub_1Rix9CKojVEYZPlX0vl0K1Pd,89,,0.0,eur,month
Vation Ventures,co_c886066a-918d-440c-9852-cf345a88a4dc,cus_SeGuUj2O2JGExB,sub_1RiyMoKojVEYZPlX1HF7oCqh,89,,0.0,usd,month
Doctorsa,co_8b665377-7a94-467b-93d4-ecc32cd674fc,cus_SeI3oA0LTksLq3,sub_1RizVjKojVEYZPlXLdy1sq0y,89,,0.0,eur,month
Praize Studio,co_bd07741a-c45d-47bc-8689-aed612b57db3,cus_SeIAV1L6eY6m3v,sub_1RizceKojVEYZPlXSYebcPfa,356,,0.0,eur,month
Liferay,co_bfc1b501-d46f-4270-9aea-600ea64a1272,cus_SeQXRbotAJgqs2,sub_1Rj7jeKojVEYZPlXYpBKL39u,199,,0.0,eur,month
PosterMyWall,co_387ed7ab-1646-4aa9-8768-ff83163122a0,cus_SeUjeJXankWe4p,sub_1RjBk3KojVEYZPlXWeLhxFKq,89,,0.0,usd,month
Aperitif,co_163a95a1-874a-43bf-99fb-4a75c2a51bb8,cus_SeVfzHemnNVlrD,sub_1RjCeCKojVEYZPlXU1UcpWJD,199,,0.0,eur,month
courtcircuit.cc,co_f5b3f4f1-804e-4fde-a03e-a2cb6e0a365b,cus_SeYAwhWBjGsdjh,sub_1RjF5yKojVEYZPlXIPW54aXM,89,,0.0,eur,month
Plane Perspective,co_f48150cf-fde0-46c8-af84-3932bea5596c,cus_SeYkWeAa66ntnP,sub_1RjFfcKojVEYZPlXVojthtoV,89,,0.0,eur,month
Mint Position,co_2626e5c9-d1c1-486d-b5af-3d019c9e695b,cus_SeZ8UXhuiSUzly,sub_1RjG1YKojVEYZPlXp9LpWTUV,198,,0.0,eur,month
Volders,co_abb6c51c-0dcf-4433-8e3f-01209197e4f8,cus_SeaplKGeZzJ0I3,sub_1RjHfdKojVEYZPlXbzOYBR8S,89,,0.0,eur,month
First Page Digital,co_72f7a40c-0e9c-41e9-a10b-5b174b47a673,cus_SebOt23y9b2U8Y,sub_1RjIBQKojVEYZPlXsT8nu377,1419,,0.0,eur,month
this is digital,co_08ad0bb9-0c22-480e-a8ea-047ce29dd366,cus_SebfXvFr7VwJu1,sub_1RjIThKojVEYZPlX6PqcXH50,199,,0.0,eur,month
Inter-dev,co_3cd85fde-15c2-44a2-b0b2-720b76964871,cus_Sebw5C99s2blxD,sub_1RjIiWKojVEYZPlX0lqtnISR,89,,0.0,eur,month
3viertel Online Marketing,co_db8f137f-6a3f-4ca2-8b88-a72f35eeb897,cus_SeeCi2UEgBfKOO,sub_1RjKuMKojVEYZPlXSmk7yZ5I,200,,0.0,eur,month
Orthomol,co_48cca18f-362c-4b6a-85a7-b222acec6113,cus_ScIVxb13F6BcSo,sub_1RjKvGKojVEYZPlXjHsHOprl,89,,0.0,eur,month
Vpnranks,co_7f26b1a0-674f-4597-9d3f-ddfda2d24324,cus_SefzEMoNW1Dl8l,sub_1RjMeNKojVEYZPlXEVRhohbh,89,,0.0,eur,month
Didomi,co_ce4c77b5-62b7-4e21-8d5a-dd255f5e21c9,cus_SeYDpfXebeZdeh,sub_1RjNNtKojVEYZPlXKn2EEJG0,199,,0.0,eur,month
Coverflex,co_ca5e714c-040a-471a-a56e-5525ecfc6fd6,cus_SeibERFpOluOXd,sub_1RjPDRKojVEYZPlX8vXuYBiY,89,,0.0,eur,month
R2,co_3b1b648c-c933-42ac-b6f3-58b69af02102,cus_SelRqaotG8Ljui,sub_1RjRvBKojVEYZPlXrpQ0xkTw,199,,0.0,eur,month
Mary Technology,co_d78571ef-6255-4787-875d-f518e95b6a64,cus_SeosFA9TLEav2S,sub_1RjVJ8KojVEYZPlX9QKGulWc,89,,0.0,eur,month
Anga,co_67bd4c20-28d7-408b-a345-218df91760b1,cus_SeqvdP0ncX3J9E,sub_1RjXDaKojVEYZPlXOcAqttev,499,,0.0,eur,month
Team 503,co_4bfb52b5-4671-4197-a7c3-96a3703935ed,cus_SesYpoMsv5KkPG,sub_1RjYoCKojVEYZPlXNeRAbRoo,178,,0.0,usd,month
Goodman Lantern,co_ab13e551-c151-415d-9ddd-cf40a5cabe23,cus_SeyaYnBEUgvgoG,sub_1RjeiWKojVEYZPlXiXWr0c8m,200,,0.0,eur,month
SILATEC,co_ea991d56-90c0-49a5-adf1-5e59e4a5a07a,cus_SekZYsjWENW3cC,sub_1Rjfv1KojVEYZPlXxYBUeGc6,89,,0.0,eur,month
Context Travel,co_7d03827e-50e8-419a-8a3b-9f392a084d1c,cus_Sf10gq5g1EJNgl,sub_1Rjh25KojVEYZPlXq8C58kGj,89,,0.0,usd,month
Lotuscrafts,co_2bc648f5-ede4-4ffd-b495-511adc5b6eb5,cus_SefNLYXvICl2A1,sub_1RjhDxKojVEYZPlXorrWqddJ,89,,0.0,eur,month
UNESCO,co_35d06298-fb90-41f0-861f-2d1b9e5ac130,cus_SdQHd8aAE4dqBx,sub_1RjhXGKojVEYZPlXyHt6bmnh,828,,0.0,usd,month
Kollective,co_031ed9a7-1b61-476c-b4d8-9883d6c63f43,cus_Sf1yAcHaTYWBb9,sub_1RjhwFKojVEYZPlXv7TlwDPA,200,,0.0,eur,month
Binary Bear,co_8b5887af-bdeb-469d-ab54-be68082b03fd,cus_Sf23m84dQI1meT,sub_1Rji7eKojVEYZPlXjYKI4VT7,89,,0.0,eur,month
Claneo GmbH,co_fc9f9301-4cc5-42af-8d40-a100b0b09d8a,cus_Sdsm46nvbyTeIF,sub_1RjyUnKojVEYZPlXVmjRRnoh,199,,0.0,eur,month
Modern Events Calendar,co_b900011b-c364-45e4-8ff3-9484260fe67f,cus_Sfg8JsrpvlRyEm,sub_1RkKmXKojVEYZPlXOqudqVkX,89,,0.0,eur,month
Kamil Havlicek,co_286061ae-c187-4406-a132-6ee063f1c98c,cus_SfuMNRbF4Fxgcu,sub_1RkYZfKojVEYZPlXpcCbrq1x,89,,0.0,eur,month
AN Digital,co_ba06397c-6897-416d-bf87-670e0afc756a,cus_Sg2g8feHHBx0w3,sub_1RkgbQKojVEYZPlXKwt3fBJf,180,,0.0,eur,month
Alexander Henoch ,co_acfe9fb1-7716-4358-a603-752279b7c00a,cus_Sg2qgs8zqYH7R4,sub_1Rkgm5KojVEYZPlXIKEYQiB4,199,,0.0,eur,month
sofatutor,co_0cd47076-39a7-40b9-b757-1e813dc80444,cus_SeGZ3H0cuGLAXf,sub_1RkiMCKojVEYZPlXotqmeGZn,248,,0.0,eur,month
Technical creatives,co_3f47d003-5643-4860-b474-85aa3e710679,cus_Sg5h0fsi8aOjKP,sub_1RkjWJKojVEYZPlX4LQpL3wn,374,,0.0,eur,month
Dwf,co_7921e2ea-0320-4634-827d-dcb08f72926c,cus_Sf1by6nPLegFlV,sub_1RkjfuKojVEYZPlXUSnWXy28,89,,0.0,eur,month
diginea GmbH,co_28c8543c-0fa2-4643-a573-b43aca4e0cf5,cus_SeCXTm4aaZAY38,sub_1RkkEzKojVEYZPlX1g8APihy,89,,0.0,eur,month
Vitra International AG,co_b8780046-b750-42a1-9ade-4686edeefae8,cus_SdYfoZ9rAu4JhJ,sub_1RklI5KojVEYZPlXARciBz51,199,,0.0,eur,month
Seat Unique,co_e3338b27-656c-42b6-8673-d6aeb3e5e9e9,cus_Sg3TeLN4WIyE9l,sub_1Rkn4LKojVEYZPlX5Jq2DX7g,199,,0.0,eur,month
Boost Money,co_5aa6422d-3c08-4dc5-948d-49daf5e85a64,cus_SgJ6YdGW43OpQr,sub_1RkwV2KojVEYZPlXqomwvMiH,89,,0.0,usd,month
Upright Communications,co_ca3ad8bc-1654-46bb-874b-509de5959f00,cus_Sg9EUwpea5WD5F,sub_1Rkx66KojVEYZPlXcgdzCwT9,498,,0.0,eur,month
Yogo,co_2564535d-b92f-4b6b-a788-ab114c61d9d5,cus_SgO3LIYWkr92Ww,sub_1Rl1IwKojVEYZPlXEitrUI9M,199,,0.0,eur,month
FHNW,co_8b19dd84-12bb-40a7-8276-621c675d0c87,cus_SdXY1HEZsShNhT,sub_1Rl23HKojVEYZPlXnZxg7TRR,199,,0.0,eur,month
Boost it GmbH,co_72f6fa9f-ac2e-48fa-a32a-166154a9b478,cus_Sc71mqteqq5230,sub_1Rl2MgKojVEYZPlXNEKmxafV,178,,0.0,eur,month
Abraxio,co_0e07b710-f3eb-49f8-adfd-959be7b5d511,cus_SgPuci4e8Uua6l,sub_1Rl35FKojVEYZPlXkgGEteIi,169,2029.0,0.0,eur,year
Virayo,co_d0476326-236a-40b3-aba9-2d0686e81fb5,cus_SgPxHkFA6bdEsz,sub_1Rl37sKojVEYZPlXZRdI3FVC,900,,0.0,usd,month
DYNO,co_3ab5eec6-e4f3-4e7c-a09b-e9f3825a53d1,cus_SgR5m9YLq9DasW,sub_1Rl4E3KojVEYZPlXf0NKnFgG,89,,0.0,eur,month
relokate,co_a9172640-1b3c-4792-af51-7dbc6ba22292,cus_SgR5oAbUSTsmm1,sub_1Rl4GLKojVEYZPlXs7onyrPB,199,,0.0,eur,month
Mindshare,co_a9dea041-cfc5-4506-b8c1-6ee3e05c6793,cus_SgThBngBw2VK59,sub_1Rl6kyKojVEYZPlXkVdKzqGa,640,,0.0,eur,month
LMO7,co_2a8d036a-2e82-4e82-a4b4-d28a3ebb52d1,cus_ScRRFK8w6uOKZO,sub_1Rl6rRKojVEYZPlXANfSzBVr,178,,0.0,eur,month
Searchable ,co_511c94c2-5820-4375-9565-5c4a610f8f7c,cus_SdVFt77Mqx24KI,sub_1Rl7tJKojVEYZPlXdrqMC6aq,199,,0.0,eur,month
bexio,co_653c9251-f0dc-43dd-97d1-8b3a29346f62,cus_SdSa1hlkQgRWxu,sub_1Rl8ZyKojVEYZPlXCPBBphzs,89,,0.0,eur,month
fiskaly,co_99c994bf-bca6-499b-8da2-1cae2f95b9dd,cus_SeCL8lvtLYomNK,sub_1Rl9UtKojVEYZPlXw17pHgeO,199,,0.0,eur,month
M+R,co_54595237-ac88-4237-b4cf-770023ab4ebd,cus_SgeJ5cXYZpZLH0,sub_1RlH1UKojVEYZPlXjHXfYo1L,199,,0.0,eur,month
ReviewsOnMyWebsite,co_a11159cb-a569-4df4-8cec-84abee0c74ce,cus_SgjnTRRS3C8g2w,sub_1RlMMlKojVEYZPlXFoQ6KG26,199,,0.0,eur,month
TCF,co_227739d9-fe63-4bcb-a917-9205d89bcc3d,cus_Sglbauz06yDLn1,sub_1RlO4CKojVEYZPlXHI8KF7Mm,300,,0.0,eur,month
mute-labs GmbH,co_6f159156-61a3-4bcf-930e-479b85921803,cus_SgnvM0vQz0Z3UF,sub_1RlQP8KojVEYZPlXeqErDYRV,178,,0.0,eur,month
Racing Post,co_63533393-f3b6-4945-9429-eecaf9b5ae3b,cus_Sg9PKNzlXXyhCZ,sub_1RlRsgKojVEYZPlXUFBurhXc,199,,0.0,eur,month
VAQA,co_118618a3-3f56-4272-9b0b-5c096db19591,cus_SgpavlhLfWXWXP,sub_1RlRx2KojVEYZPlXdi0krqKx,450,,0.0,eur,month
Enhesa,co_1c910c34-b4a5-4722-80a8-393415b7683d,cus_SgptccZnwZmWe6,sub_1RlSJQKojVEYZPlXG3591l0h,89,,0.0,eur,month
AKQA,co_62f9d13a-fb81-4d55-aa7d-8f6226f83cc2,cus_SgqVtGQ6sFelMN,sub_1RlSolKojVEYZPlXo9qFFHrc,498,,0.0,eur,month
Hook,co_7d5083c6-a609-48c2-a7d0-3fd7cfd43909,cus_SgqxzDJDWBXKWT,sub_1RlTGDKojVEYZPlXeqz9T65e,89,,0.0,eur,month
regenold,co_be384c2b-305a-46ef-91e0-4313d1c3e0a4,cus_Sgqy14YRhroVJS,sub_1RlTH5KojVEYZPlXrLJIMklW,199,,0.0,eur,month
Morgen,co_647b781b-922f-4689-8934-9405db40d29d,cus_SguGDh2NVCeWzK,sub_1RlWT7KojVEYZPlXxFNLF7fy,199,,0.0,eur,month
Pino ,co_d7314ed9-a69a-42db-9285-efe6018a5da7,cus_Sgyen9SFIUbFqz,sub_1RlaicKojVEYZPlXe6u1yfRe,199,,0.0,eur,month
Charlie Vestner,co_8e361cce-0d60-410d-9a7a-553b38f19dec,cus_Sh0kcPI9jUkwwd,sub_1Rlck1KojVEYZPlXT9P84Csd,89,,0.0,usd,month
CLICKLIFT Online Marketing,co_58353739-a12a-419c-9a91-a5b6b1b28af0,cus_Sg8vTpSwjOegrt,sub_1Rll5rKojVEYZPlX7I2ryeSp,240,,0.0,eur,month
Solarhandel24,co_ba5315fc-b687-4008-9528-803240b7d7a6,cus_ShFx8iJJ5UF6hz,sub_1RlrTkKojVEYZPlXpzsgTgh1,89,,0.0,eur,month
Olive & Company,co_3b9e5c6c-3098-4d7b-897a-f6bd0becb203,cus_ShHSPH5n5mYWEq,sub_1RlsvjKojVEYZPlXqSftEiHv,89,,0.0,usd,month
Mobile Club,co_5675fdf7-ebde-4107-b534-2871e652bb64,cus_ShITutNFmR30lQ,sub_1Rlu2qKojVEYZPlXFbcvOn6l,89,,0.0,eur,month
Bounce,co_be094b11-68ff-44a8-aa22-4292cf7b80d0,cus_ShIxO5lQhJOW5L,sub_1RluPpKojVEYZPlXZ3v5QyWm,199,,0.0,eur,month
,,cus_ShOcZA2vs2EqCi,sub_1Rm0FiKojVEYZPlXBDm77vjY,424,5089.8,0.0,eur,year
,,cus_ShjuLYIp7UuPiE,sub_1RmKQIKojVEYZPlXy8GJETNZ,89,,0.0,usd,month
Fitbod,co_50137641-090e-4a0a-b8e1-b7d0f63f4e4e,cus_ShKTowc8jSxe3M,sub_1RmMIFKojVEYZPlXo7SPFWUD,199,,0.0,eur,month
RaiseLaunch,co_69a3c1cc-4a49-4ae5-ad8a-e257016823c3,cus_ShqtU71kcZnBJH,sub_1RmRCHKojVEYZPlXdSZBz2wf,89,,0.0,usd,month
Officers Of,co_df373fa6-afd4-4d87-9911-a1cdbc046405,cus_Si5p0vW1QgqPGF,sub_1RmhMvKojVEYZPlXbRQiAnMM,199,,0.0,usd,month
Harvey,co_9ffeb779-8573-4bf8-b039-7af652050efb,cus_Sgu9tmr4XbMQps,sub_1RnGDjKojVEYZPlXSPgcQVi6,89,,0.0,eur,month
addmustard,co_02731c7e-aacd-41d5-b9a1-4d2964f38af6,cus_SijHWo4YDxCR3c,sub_1RnHslKojVEYZPlXP4VTZj8i,199,,0.0,eur,month
Profilwerkstatt GmbH,co_80bee314-9938-4885-a616-aa45a8236e3b,cus_SikMVgPOmNzf4g,sub_1RnIwEKojVEYZPlX6LpiRGdE,248,,0.0,eur,month
Balani Custom Clothiers,co_1c434631-5cb7-4ab0-9ee4-ebbcd7b07525,cus_Silxh4WWRDut0C,sub_1RnKQNKojVEYZPlXDiWxKYPm,89,,0.0,usd,month
SmashBrand,co_7f6068fb-be8b-45a9-8711-f1b8be1b9fb3,cus_Sit0Jr5IfW5S6d,sub_1RnRKYKojVEYZPlX9VCy9JjY,199,,0.0,usd,month
Ringgitplus,co_e0f8acd9-10f9-472d-9d10-237bdb1f094b,cus_Sih4AnmQUMsKnu,sub_1RnVR4KojVEYZPlXgywjZrDq,199,,0.0,eur,month
Amorepacific,co_f7d1e67a-f2fe-4870-a9c0-297be1a146f0,cus_Sh8OROwC5n8swG,sub_1RnXvyKojVEYZPlXKlu0bXud,178,,0.0,eur,month
QuillBot,co_e6303779-64bb-43b1-b0f5-9b7c51b3f47e,cus_Sig2Dt6FYNOhPI,sub_1RncQCKojVEYZPlXai4Xjldu,199,,0.0,eur,month
ooia,co_ed7da773-926b-461d-ab0e-57b30a464e3f,cus_Sj4fpmFnMyEtSg,sub_1RncXJKojVEYZPlXRNrbbReA,108,,0.0,eur,month
Jinnius Studio,co_e3341565-6f48-4cf6-819e-8fe435bdffa9,cus_Sj4MmvvUJPsOo7,sub_1RncxGKojVEYZPlX3TbegFKQ,199,,0.0,eur,month
RunThrough,co_231d54f1-ae25-4265-a27b-7e2ee1fa1486,cus_Sj3nPi4g5T5JDg,sub_1RndsMKojVEYZPlXICNz1zgF,89,,0.0,eur,month
GVB,co_3eff2754-bfaf-4bf6-985a-c56436207bdd,cus_Sj7Caqq3Uq4NoW,sub_1RnfCqKojVEYZPlXvXGCaT9Q,89,,0.0,eur,month
SportsDataIO,co_8e1065cb-0c78-4ef1-a7ed-5185679d4715,cus_Shg35FPkWHVe8l,sub_1Rni4TKojVEYZPlXDlBpraGu,89,,0.0,eur,month
Homair,co_d6b202b1-27d0-4bbf-902d-91a5255d0416,cus_SjAvsl3Y5WlPFO,sub_1RniaQKojVEYZPlXC0wy81Ky,499,,0.0,eur,month
seoplus+,co_97fb6713-7d87-467b-a02e-8864bc4c459b,cus_SjAzdi2phnFbYx,sub_1RnifUKojVEYZPlX2irVMOYC,399,,0.0,eur,month
SEO Brand,co_a1d44948-5fe3-45d8-83b0-436c6b3dee34,cus_SjD9cmYZPaFKzT,sub_1Rnkk2KojVEYZPlXuYR5V8Q2,89,,0.0,usd,month
vaults.fyi,co_cbe61326-0c35-4fad-8733-b55971a21869,cus_SiZKvtsIWuwIol,sub_1RnnBYKojVEYZPlX2nZhHj3g,89,,0.0,eur,month
CAQ AG,co_57c7505e-6bf3-4a20-9faa-0282b8c9ecdc,cus_SjA4vxGD6SwBOD,sub_1RnxYxKojVEYZPlXClr6XVAY,89,,0.0,eur,month
Funding Societies,co_f4321f6c-e1b2-4f2e-8355-986110c4de04,cus_SjPLA2YCFoY4gv,sub_1RnyMRKojVEYZPlXHP23D2DE,89,,0.0,eur,month
The British Council,co_ec5249e6-d66b-4ac5-9d77-212dbd13734b,cus_SjS7PrdulSJGkf,sub_1RnzWWKojVEYZPlX6uQsZbpv,89,,0.0,usd,month
Liv Longevity Labs,co_770e78ee-af88-452f-b9c6-04d026682f39,cus_SjTXIh67lhPC6h,sub_1Ro0byKojVEYZPlXlM5IJ8Lm,89,,0.0,eur,month
MADGE GmbH,co_5b95582f-ca38-4da9-a101-491ee7a4583a,cus_SjUHh5mIJSdgaR,sub_1Ro1PtKojVEYZPlXYlqBgJj9,89,,0.0,eur,month
