,id,name,type,domain,stripe_customer_id,stripe_subscription_id,company_id,required_credits_annual,customer_id,mrr_cents,current_annual_revenue
597,co_775c9431-6ee5-43ea-8336-af00714e3112,Myposter,IN_HOUSE,myposter.de,cus_SX4X2nwMbYEI3y,sub_1Rc0PBKojVEYZPlXE1eQMOFv,co_775c9431-6ee5-43ea-8336-af00714e3112,1050.0,cus_SX4X2nwMbYEI3y,15000.0,1800.0
598,co_77d28452-c488-4a33-936d-fa206a65499c,Betfair,IN_HOUSE,betfair.es,cus_ScRSD4NOeUD4pk,sub_1RtnRQKojVEYZPlXcVJwQmKj,co_77d28452-c488-4a33-936d-fa206a65499c,75.0,cus_ScRSD4NOeUD4pk,8900.0,1068.0
599,co_77e98bc4-c92f-4925-9f6f-5a5038a3d823,Kombo,IN_HOUSE,kombo.dev,cus_T1VgcFeZKpIy5f,sub_1S5SfdKojVEYZPlXeP7Dwvlf,co_77e98bc4-c92f-4925-9f6f-5a5038a3d823,75.0,cus_T1VgcFeZKpIy5f,19900.0,2388.0
600,co_781b9748-b9f0-4e88-b601-719ced8dd2df,Blueprint,IN_HOUSE,blueprint.ai,cus_SbhTqK0GTlUrlD,sub_1RgUp8KojVEYZPlXh4Ys8pqk,co_781b9748-b9f0-4e88-b601-719ced8dd2df,24.0,cus_SbhTqK0GTlUrlD,8900.0,1068.0
601,co_7826d579-3aaa-44c8-b949-06e401aea620,The Sonder Studio,AGENCY,thesonder.studio,cus_SciSF9So4HAIMF,sub_1RhTCKKojVEYZPlXFfGHqIo4,co_7826d579-3aaa-44c8-b949-06e401aea620,15.0,cus_SciSF9So4HAIMF,8900.0,1068.0
602,co_782b6ff5-8c61-4fa2-a553-8232afd065fc,Justin Coons,AGENCY,justincoons.com,cus_SbkC9BLK7NdBY5,sub_1RgWkGKojVEYZPlXVjH9xYhH,co_782b6ff5-8c61-4fa2-a553-8232afd065fc,258.0,cus_SbkC9BLK7NdBY5,50724.0,6086.88
603,co_782c5aa9-cc9f-49f4-8815-c714f4bf79ac,Levelin Media,AGENCY,levelinmedia.com,cus_T6JiFAb7HMRgYT,sub_1SA7IgKojVEYZPlXhidcItr7,co_782c5aa9-cc9f-49f4-8815-c714f4bf79ac,21.0,,,0.0
604,co_78343b06-a982-41fa-ab96-e666df9f73c2,Repool,IN_HOUSE,repool.com,cus_SRb8JMltQjuHsf,sub_1RWhvzKojVEYZPlXa55XaSK1,co_78343b06-a982-41fa-ab96-e666df9f73c2,12.0,cus_SRb8JMltQjuHsf,8900.0,1068.0
605,co_784e9c50-11cf-49ce-83a9-ba3624824394,LOTTO24,IN_HOUSE,lotto24.de,cus_T4VZdCTQfE1VGF,sub_1S8eu0KojVEYZPlX0cGrJuLE,co_784e9c50-11cf-49ce-83a9-ba3624824394,36.0,,,0.0
606,co_78723411-ff67-44c2-9faa-17f285c2b67c,TRY AS,AGENCY,try.no,cus_Ss0pLukx75xbqE,sub_1S8JBTKojVEYZPlXbXtXqZbT,co_78723411-ff67-44c2-9faa-17f285c2b67c,21.0,cus_Ss0pLukx75xbqE,1990.0,238.8
607,co_788b0c1f-2d45-418f-8f4e-1cea9c0583c7,co:listic GmbH,AGENCY,colistic.de,cus_T1s62QwyUEBn7q,sub_1S5pnjKojVEYZPlXe9YBd4PH,co_788b0c1f-2d45-418f-8f4e-1cea9c0583c7,36.0,cus_T1s62QwyUEBn7q,19900.0,2388.0
608,co_790c23f0-ea85-41d9-a94d-c104e598b4f8,Ana Fernandez,AGENCY,anafernandezseo.com,cus_SwmJhlyHXlicNs,sub_1S0sltKojVEYZPlXsk8l3sHZ,co_790c23f0-ea85-41d9-a94d-c104e598b4f8,72.0,cus_SwmJhlyHXlicNs,11900.0,1428.0
609,co_7920bd78-9e23-4af3-85eb-1f8b428bcb70,Prey,IN_HOUSE,preyproject.com,cus_SioFtxyU69pcBU,sub_1S0MkZKojVEYZPlXHC1UYIYu,co_7920bd78-9e23-4af3-85eb-1f8b428bcb70,297.0,cus_SioFtxyU69pcBU,19900.0,2388.0
610,co_7921e2ea-0320-4634-827d-dcb08f72926c,Dwf,AGENCY,dwf.ro,cus_Sf1by6nPLegFlV,sub_1RkjfuKojVEYZPlXUSnWXy28,co_7921e2ea-0320-4634-827d-dcb08f72926c,75.0,cus_Sf1by6nPLegFlV,8900.0,1068.0
611,co_792e8742-e49c-4db4-a7cb-a9f585cdc704,SPA Deluxe GmbH,IN_HOUSE,spadeluxe.de,cus_Sf0WZdrQPWoZ1p,sub_1Rur9nKojVEYZPlXio7E5DwA,co_792e8742-e49c-4db4-a7cb-a9f585cdc704,75.0,cus_Sf0WZdrQPWoZ1p,8900.0,1068.0
612,co_795db7ba-d16b-4056-a53d-def054cdef10,StoreLens,AGENCY,storelens.ai,cus_Sr5q1mPJyyp8f3,sub_1RvNfdKojVEYZPlXJD8Pd53U,co_795db7ba-d16b-4056-a53d-def054cdef10,75.0,cus_Sr5q1mPJyyp8f3,8900.0,1068.0
613,co_79661dc7-06b8-4622-9798-af604290fe97,Cirklé,IN_HOUSE,cirkleagency.com,cus_SdXq4Jp9ieHIRz,sub_1RiGlfKojVEYZPlXy3u3PV09,co_79661dc7-06b8-4622-9798-af604290fe97,54.0,cus_SdXq4Jp9ieHIRz,8900.0,1068.0
614,co_7981e564-5bbd-4fc8-a756-0da794b88730,jefit,IN_HOUSE,jefit.com,cus_SmekfDO989VnzS,sub_1RtXlfKojVEYZPlXayN529i2,co_7981e564-5bbd-4fc8-a756-0da794b88730,75.0,cus_SmekfDO989VnzS,8900.0,1068.0
615,co_7987b984-7562-4790-9774-e0c73525db25,Webworks,AGENCY,webworks-agentur.de,cus_T5DNbihb5lO9j5,sub_1S92yeKojVEYZPlXeZhHECm6,co_7987b984-7562-4790-9774-e0c73525db25,30.0,,,0.0
616,co_799412c7-27b0-4440-9a12-37e004b14db8,Attio,IN_HOUSE,attio.com,cus_S6v2ZUAhFvPKls,sub_1RChCwKojVEYZPlXkKeVSF9V,co_799412c7-27b0-4440-9a12-37e004b14db8,624.0,cus_S6v2ZUAhFvPKls,9000.0,1080.0
617,co_7a078184-d01d-4f47-b17c-6e9fd8269cd7,Eland Cables,IN_HOUSE,elandcables.com,cus_Sj3bA89UOj0RoI,sub_1RqzBxKojVEYZPlXIkTF3cHP,co_7a078184-d01d-4f47-b17c-6e9fd8269cd7,135.0,cus_Sj3bA89UOj0RoI,163200.0,19584.0
618,co_7a3ba2e6-5a3f-451c-b252-ea3c0be1248d,Cortex,IN_HOUSE,cortex.io,cus_SGn7Qhi59QkpDh,sub_1RMFXfKojVEYZPlX2CabDaOT,co_7a3ba2e6-5a3f-451c-b252-ea3c0be1248d,72.0,,,0.0
619,co_7a3cb811-f40a-4726-8611-6af118f3f8c0,Echologger,IN_HOUSE,echologger.com,cus_T2Qc3njXyNnuGe,sub_1S6UoLKojVEYZPlXjzRR2K19,co_7a3cb811-f40a-4726-8611-6af118f3f8c0,36.0,cus_T2Qc3njXyNnuGe,8900.0,1068.0
620,co_7a6d9101-7edf-4e49-bfa4-847697f0b3bc,Brand Affairs,IN_HOUSE,brandaffairs.ch,cus_SoeU2OdouxgNR5,sub_1Rt1CqKojVEYZPlX0XDv7p2Z,co_7a6d9101-7edf-4e49-bfa4-847697f0b3bc,60.0,cus_SoeU2OdouxgNR5,8900.0,1068.0
621,co_7aac09a5-45dc-4cfc-9977-83b3c86ec18c,Synthesia,IN_HOUSE,synthesia.io,cus_SjWIggrman3Z75,sub_1RptFJKojVEYZPlXd18VIlsx,co_7aac09a5-45dc-4cfc-9977-83b3c86ec18c,63.0,cus_SjWIggrman3Z75,8900.0,1068.0
622,co_7ae2ab68-8eb2-4352-ac36-44a7fa86336f,Basalt,IN_HOUSE,getbasalt.ai,cus_Sby16hv7X6DQDE,sub_1Rgk8dKojVEYZPlXGQIg9qYC,co_7ae2ab68-8eb2-4352-ac36-44a7fa86336f,39.0,cus_Sby16hv7X6DQDE,8900.0,1068.0
623,co_7aef14cc-bede-439f-8310-7b04c363e50e,Masse,AGENCY,masse-seo.com,cus_S9CEzgM5z0XcgK,sub_1REtpuKojVEYZPlXZIC664Ja,co_7aef14cc-bede-439f-8310-7b04c363e50e,678.0,cus_S9CEzgM5z0XcgK,21000.0,2520.0
624,co_7b0d64d5-2b64-49d0-8b14-a8e5457a3b07,The Pegasus,IN_HOUSE,thepegasus.app,cus_SYLBaDDb5uqnzU,sub_1RdEUnKojVEYZPlXznOgeQja,co_7b0d64d5-2b64-49d0-8b14-a8e5457a3b07,21.0,cus_SYLBaDDb5uqnzU,8900.0,1068.0
625,co_7bd5fa9b-9c84-4c92-a4fd-ae452c98da3f,Propellic,AGENCY,propellic.com,cus_SMIS7gO4lnP88j,sub_1RRgbNKojVEYZPlXEBlY8xYp,co_7bd5fa9b-9c84-4c92-a4fd-ae452c98da3f,1317.0,cus_SMIS7gO4lnP88j,17500.0,2100.0
626,co_7c4df7e3-bfa2-448b-9717-1bd862f3b9c7,EmberTribe,AGENCY,embertribe.com,cus_Sr6xyiZByuWrBf,sub_1S8yWLKojVEYZPlX8cKJkeJt,co_7c4df7e3-bfa2-448b-9717-1bd862f3b9c7,27.0,cus_Sr6xyiZByuWrBf,7600.0,912.0
627,co_7cc551a4-9d0d-4beb-8d7a-47813c8aebf7,EffectiveSoft,IN_HOUSE,effectivesoft.com,cus_SNk2snKEWPVnsg,sub_1RSyYfKojVEYZPlXVy80z9L0,co_7cc551a4-9d0d-4beb-8d7a-47813c8aebf7,273.0,cus_SNk2snKEWPVnsg,19900.0,2388.0
628,co_7d03827e-50e8-419a-8a3b-9f392a084d1c,Context Travel,IN_HOUSE,contexttravel.com,cus_Sf10gq5g1EJNgl,sub_1Rjh25KojVEYZPlXq8C58kGj,co_7d03827e-50e8-419a-8a3b-9f392a084d1c,75.0,cus_Sf10gq5g1EJNgl,8900.0,1068.0
629,co_7d2fd07b-1954-4ca4-b67f-cdf0bd58704b,RMA,IN_HOUSE,rmanetwork.com,cus_StikpEKna9hu8N,sub_1RxvLoKojVEYZPlXocGGPXrI,co_7d2fd07b-1954-4ca4-b67f-cdf0bd58704b,75.0,cus_StikpEKna9hu8N,8900.0,1068.0
630,co_7d5083c6-a609-48c2-a7d0-3fd7cfd43909,Hook,IN_HOUSE,hook.co,cus_SgqxzDJDWBXKWT,sub_1RlTGDKojVEYZPlXeqz9T65e,co_7d5083c6-a609-48c2-a7d0-3fd7cfd43909,63.0,cus_SgqxzDJDWBXKWT,8900.0,1068.0
631,co_7d67ef77-ca16-47c6-9f23-5535adf08e9f,Fitatu Sp. z o.o.,IN_HOUSE,fitatu.com,cus_Sny2ZfscXXh3SS,sub_1RsMEuKojVEYZPlXu4aN8xOc,co_7d67ef77-ca16-47c6-9f23-5535adf08e9f,75.0,cus_Sny2ZfscXXh3SS,8900.0,1068.0
632,co_7d9d2966-99f7-4dc1-8526-8162c1e3b10a,Smart Lemon,AGENCY,smartlemon.de,cus_Sx0XlK7SoFTvB6,sub_1S1RcOKojVEYZPlXamlogBAl,co_7d9d2966-99f7-4dc1-8526-8162c1e3b10a,375.0,cus_Sx0XlK7SoFTvB6,3737.0,448.44
633,co_7dd92ff3-4b2e-4f2d-820e-943aa303f0a5,Something Inc.,AGENCY,somethinginc.com,cus_Rle9u38yh4qQwV,sub_1Qs6r7KojVEYZPlXmUSaEzTm,co_7dd92ff3-4b2e-4f2d-820e-943aa303f0a5,657.0,cus_Rle9u38yh4qQwV,1750.0,210.0
634,co_7dff3fc7-bb43-41ea-8906-0f2c7ec817a4,Komodor,IN_HOUSE,komodor.io,cus_Sc2LsWPXGbV6b4,sub_1RgoGyKojVEYZPlX1NKCJPwB,co_7dff3fc7-bb43-41ea-8906-0f2c7ec817a4,57.0,cus_Sc2LsWPXGbV6b4,8900.0,1068.0
635,co_7e20b248-4ef5-4278-bb7c-75980651775f,Terekhin Digital Crew,IN_HOUSE,terekhindt.com,cus_T4pXbQhYwt87U3,sub_1S8ftWKojVEYZPlX81qx5sMH,co_7e20b248-4ef5-4278-bb7c-75980651775f,24.0,,,0.0
636,co_7e75f267-262b-427f-8597-cdcc7fdd37fa,ArticleHub,AGENCY,articlehub.ca,cus_Su6TxTcLSNlMcR,sub_1RyIGaKojVEYZPlXHf5qF35H,co_7e75f267-262b-427f-8597-cdcc7fdd37fa,0.0,cus_Su6TxTcLSNlMcR,2500.0,300.0
637,co_7e7d9bde-5116-4ead-808f-7142eb2e8c44,Toasty Marketing,AGENCY,toastyai.pro,cus_T1fHe3BLEeru78,sub_1S5byXKojVEYZPlXABlvbXCB,co_7e7d9bde-5116-4ead-808f-7142eb2e8c44,66.0,cus_T1fHe3BLEeru78,8900.0,1068.0
638,co_7ed5e13b-6987-4e6c-a7c9-10431828120c,TestCompany,AGENCY,toto.com,cus_T4slabpg4EbJfi,sub_1S8j46KojVEYZPlXByvsz057,co_7ed5e13b-6987-4e6c-a7c9-10431828120c,60.0,,,0.0
639,co_7f26b1a0-674f-4597-9d3f-ddfda2d24324,Vpnranks,IN_HOUSE,vpnranks.com,cus_SefzEMoNW1Dl8l,sub_1RjMeNKojVEYZPlXEVRhohbh,co_7f26b1a0-674f-4597-9d3f-ddfda2d24324,24.0,cus_SefzEMoNW1Dl8l,8900.0,1068.0
640,co_7f439231-7f35-473f-9c7b-1eb190cce52b,Profit Media,AGENCY,profitmedia.se,cus_T45tiY9kjv4HHo,sub_1S7xoMKojVEYZPlXtVRGZ3cu,co_7f439231-7f35-473f-9c7b-1eb190cce52b,15.0,,,0.0
641,co_7f4485c0-b839-468c-b67a-9c58ef11257d,flibco,IN_HOUSE,flibco.com,cus_T6g3japS75ZDUO,sub_1SASiNKojVEYZPlXJc2G0sBg,co_7f4485c0-b839-468c-b67a-9c58ef11257d,24.0,,,0.0
642,co_7f6068fb-be8b-45a9-8711-f1b8be1b9fb3,SmashBrand,IN_HOUSE,smashbrand.com,cus_Sit0Jr5IfW5S6d,sub_1RnRKYKojVEYZPlX9VCy9JjY,co_7f6068fb-be8b-45a9-8711-f1b8be1b9fb3,138.0,cus_Sit0Jr5IfW5S6d,19900.0,2388.0
643,co_7f795cf7-c008-4dc5-9a96-e357e576114d,Ellusion GmbH,AGENCY,ellusion.de,cus_StcX7tqx08exVx,sub_1RxpMGKojVEYZPlXHvZoPrG4,co_7f795cf7-c008-4dc5-9a96-e357e576114d,9.0,cus_StcX7tqx08exVx,8900.0,1068.0
644,co_7f8e3f38-e156-44e0-aa90-a2613ff49205,Test,AGENCY,test.com,cus_T6SKFzrRhyaQPX,sub_1SAFR3KojVEYZPlXDaJNSOQl,co_7f8e3f38-e156-44e0-aa90-a2613ff49205,36.0,,,0.0
645,co_7f9ac38b-7030-4a9b-badc-4756be47d712,Sendoso,IN_HOUSE,sendoso.com,cus_SdviCNXpAQP5Iz,sub_1RidrjKojVEYZPlXpcll39NG,co_7f9ac38b-7030-4a9b-badc-4756be47d712,75.0,cus_SdviCNXpAQP5Iz,8900.0,1068.0
646,co_7fb8e31f-bb72-44e9-82af-f984912073c0,iteratec GmbH,IN_HOUSE,iteratec.com,cus_SmRJMaydj6c0fr,sub_1RqsXBKojVEYZPlXFPY2CFet,co_7fb8e31f-bb72-44e9-82af-f984912073c0,63.0,cus_SmRJMaydj6c0fr,8900.0,1068.0
647,co_7fd774eb-b711-43c3-a9bb-1135fa263bec,Scratch,AGENCY,scratchmm.com,cus_SLBONViM1gvVDW,sub_1RQV27KojVEYZPlX6SjdYYp8,co_7fd774eb-b711-43c3-a9bb-1135fa263bec,117.0,cus_SLBONViM1gvVDW,28800.0,3456.0
648,co_8010c9e8-77d2-4991-9f76-de5adcbe737c,Tony Green,IN_HOUSE,tonygreen.net,cus_T4fSzygeZlNFVc,sub_1S8W8AKojVEYZPlXNVxoIeTw,co_8010c9e8-77d2-4991-9f76-de5adcbe737c,3.0,,,0.0
649,co_803ad06b-16eb-4cdf-ad95-1a5a5992741a,KristerRoss,AGENCY,kristerross.no,cus_T5mckpO3nfBQ1O,sub_1S9b4LKojVEYZPlXkpx5v6Ut,co_803ad06b-16eb-4cdf-ad95-1a5a5992741a,18.0,,,0.0
650,co_805a38ec-d25f-4f85-9074-27d210690032,QuotaPath,IN_HOUSE,quotapath.com,cus_SpDP5V9rFcabkK,sub_1RtZ0iKojVEYZPlXEeoQeMhc,co_805a38ec-d25f-4f85-9074-27d210690032,297.0,cus_SpDP5V9rFcabkK,19900.0,2388.0
651,co_80785820-2919-47a2-bdc4-9319a88cafec,Red Freckles®,AGENCY,redfreckles.de,cus_T3iK5ZI65emYo9,sub_1S7awIKojVEYZPlXA8xfKCFP,co_80785820-2919-47a2-bdc4-9319a88cafec,69.0,cus_T3iK5ZI65emYo9,8900.0,1068.0
652,co_80a718df-cad6-4a8e-b40e-44fd0393b6fe,TEAM99,IN_HOUSE,team99.it,cus_T58y0l3rSipVs3,sub_1S8yhlKojVEYZPlXWNYGTpxn,co_80a718df-cad6-4a8e-b40e-44fd0393b6fe,57.0,,,0.0
653,co_80bee314-9938-4885-a616-aa45a8236e3b,Profilwerkstatt GmbH,AGENCY,profilwerkstatt.de,cus_SikMVgPOmNzf4g,sub_1RnIwEKojVEYZPlX6LpiRGdE,co_80bee314-9938-4885-a616-aa45a8236e3b,72.0,cus_SikMVgPOmNzf4g,9950.0,1194.0
654,co_80f1f25b-769d-40b5-ad40-f770df9af583,Brandwatch,IN_HOUSE,brandwatch.com,cus_Srekf1anwZW2Ip,sub_1RzxI7KojVEYZPlXxaj5nqQK,co_80f1f25b-769d-40b5-ad40-f770df9af583,300.0,cus_Srekf1anwZW2Ip,19900.0,2388.0
655,co_811ac302-aae9-4b74-8026-f8f06d058c08,Benjamin Kaim,AGENCY,benjamin-kaim.de,cus_SdROVmvAJAb4kt,sub_1RiAY0KojVEYZPlXVGGzLHQB,co_811ac302-aae9-4b74-8026-f8f06d058c08,282.0,cus_SdROVmvAJAb4kt,19900.0,2388.0
656,co_8156f59f-e5a7-4994-819e-3c76ab914f6d,Agorapulse,IN_HOUSE,agorapulse.com,cus_SoBTOu5Q5wIFza,sub_1RsZ6UKojVEYZPlXrBo4MPri,co_8156f59f-e5a7-4994-819e-3c76ab914f6d,57.0,cus_SoBTOu5Q5wIFza,8900.0,1068.0
657,co_8174e9f0-4c7c-4d3e-8768-2a3ee764df31,younited,IN_HOUSE,younited.de,cus_SjWWYXMzetFYaQ,sub_1Ro3V7KojVEYZPlXCejBSZ8M,co_8174e9f0-4c7c-4d3e-8768-2a3ee764df31,75.0,cus_SjWWYXMzetFYaQ,8900.0,1068.0
658,co_81a1e8aa-76a7-4232-917c-6a55f0d4e9b0,Beyond Academy,IN_HOUSE,beyondacademy.com,cus_SxJBT9d7datWtf,sub_1S1OjZKojVEYZPlXs3z6U9tm,co_81a1e8aa-76a7-4232-917c-6a55f0d4e9b0,24.0,cus_SxJBT9d7datWtf,8900.0,1068.0
659,co_822f4d41-0650-41fc-b163-c91fda7cf709,Benjamin Twichell,AGENCY,benjaminkimotwichell.com,cus_SRqeZSV5Nok6Pu,sub_1RWwylKojVEYZPlXQ680qSNv,co_822f4d41-0650-41fc-b163-c91fda7cf709,15.0,cus_SRqeZSV5Nok6Pu,8900.0,1068.0
660,co_82341fc7-1415-4be2-9200-1656a0541418,Noi Labs,AGENCY,noilabs.com,cus_SuMcUp2JK4poSt,sub_1S0iKoKojVEYZPlX5UpHfOnH,co_82341fc7-1415-4be2-9200-1656a0541418,60.0,cus_SuMcUp2JK4poSt,8900.0,1068.0
661,co_8283da61-a927-466a-a263-ac6515caaaef,apideck,IN_HOUSE,apideck.com,cus_S0J7SMNaOIp8D6,sub_1R6IVPKojVEYZPlXcxwsmPZ4,co_8283da61-a927-466a-a263-ac6515caaaef,231.0,cus_S0J7SMNaOIp8D6,19900.0,2388.0
662,co_82ebcce2-c5c7-4ed0-acbd-33b6d029e7d3,VOR Shoes,IN_HOUSE,vor.shoes,cus_Sdo89ISLBkY9Y1,sub_1RiWWjKojVEYZPlXm66LPLml,co_82ebcce2-c5c7-4ed0-acbd-33b6d029e7d3,66.0,cus_Sdo89ISLBkY9Y1,8900.0,1068.0
663,co_836c453c-3a3a-468f-b923-a42bd7b13386,Orchid,IN_HOUSE,orchidhealth.com,cus_Sc3hwZITN0lC8t,sub_1RieVnKojVEYZPlXDK8859Kj,co_836c453c-3a3a-468f-b923-a42bd7b13386,75.0,cus_Sc3hwZITN0lC8t,8900.0,1068.0
664,co_8374061b-0541-4554-9866-49b03251188d,SYNQ,IN_HOUSE,synq.io,cus_ScMjjeCAKqJfn2,sub_1RxNf2KojVEYZPlXXCL5PGrF,co_8374061b-0541-4554-9866-49b03251188d,75.0,cus_ScMjjeCAKqJfn2,8900.0,1068.0
665,co_8405a878-a124-4ff5-afdc-9f8295612793,Dunham Law,IN_HOUSE,dunhamlaw.com,cus_RvPwpLrZKABeov,sub_1R1Z6cKojVEYZPlX5tnW4mgh,co_8405a878-a124-4ff5-afdc-9f8295612793,1092.0,cus_RvPwpLrZKABeov,61000.0,7320.0
666,co_84142f95-871f-4067-b7be-1c7643114794,Ineef my money onw,AGENCY,gmail.come,cus_T3XBdrQmqOQMTX,sub_1S7Q8UKojVEYZPlXIV71cln5,co_84142f95-871f-4067-b7be-1c7643114794,3.0,,,0.0
667,co_84b3bac7-3947-4e6c-ac92-c682e5e57764,Trade Stays,IN_HOUSE,tradestays.co.uk,cus_T6ehC8cBNq8Dlq,sub_1SARQcKojVEYZPlXjT85fzhw,co_84b3bac7-3947-4e6c-ac92-c682e5e57764,15.0,,,0.0
668,co_84e8139e-b740-4977-a172-d870fa6e5a93,Fight or Flight,AGENCY,fightorflight.com,cus_SoPziaBxesja8f,sub_1Rsn9WKojVEYZPlXXfrytZX6,co_84e8139e-b740-4977-a172-d870fa6e5a93,513.0,cus_SoPziaBxesja8f,9950.0,1194.0
669,co_84f2992d-806e-4c3a-b3c2-cad3d2bfb971,Uxopian Software,IN_HOUSE,uxopian.com,cus_T3o3yuq1Zvd5oX,sub_1S7gTcKojVEYZPlXcS2RffdQ,co_84f2992d-806e-4c3a-b3c2-cad3d2bfb971,18.0,cus_T3o3yuq1Zvd5oX,8900.0,1068.0
670,co_857a18f7-c249-4556-8a44-c466b9ecef40,Coffee Circle,IN_HOUSE,coffeecircle.com,cus_SIvF0hkYnjHZjU,sub_1ROJPtKojVEYZPlXOYeU8G0F,co_857a18f7-c249-4556-8a44-c466b9ecef40,66.0,cus_SIvF0hkYnjHZjU,12800.0,1536.0
671,co_85a66c87-10bf-4765-8be8-3229330f4b5e,Partnerize,IN_HOUSE,partnerize.com,cus_SkfuzvbTNROlxE,sub_1RpAa9KojVEYZPlX3HFm3drT,co_85a66c87-10bf-4765-8be8-3229330f4b5e,108.0,cus_SkfuzvbTNROlxE,19900.0,2388.0
672,co_85f0ea4b-5d08-4e57-9600-5d99d2909c62,BuildBetter,IN_HOUSE,buildbetter.ai,cus_S1mGDGq8Ah3T5I,sub_1R7ihwKojVEYZPlXAe0jTEkF,co_85f0ea4b-5d08-4e57-9600-5d99d2909c62,87.0,cus_S1mGDGq8Ah3T5I,12000.0,1440.0
673,co_865f93cd-d1d2-4f97-aba9-24b33d5de112,Evergreen Media,AGENCY,evergreen.media,cus_SbXhMERrWnY7g9,sub_1RgKgnKojVEYZPlXhNVuSMfD,co_865f93cd-d1d2-4f97-aba9-24b33d5de112,1164.0,cus_SbXhMERrWnY7g9,10000.0,1200.0
674,co_86a8c6f7-0485-4f93-869f-683c87df6f78,Takeoff,AGENCY,takeoffnyc.com,cus_SYerDD8CSvA3FH,sub_1RdXXiKojVEYZPlXg9ypdvcG,co_86a8c6f7-0485-4f93-869f-683c87df6f78,108.0,cus_SYerDD8CSvA3FH,8900.0,1068.0
675,co_86d4e1cc-76c2-47d4-a1bd-1392323c43c0,Ada Ventures,IN_HOUSE,adaventures.com,cus_S4GTGxnPLvNQXL,sub_1RA7wEKojVEYZPlX9hvx2g6Q,co_86d4e1cc-76c2-47d4-a1bd-1392323c43c0,6.0,cus_S4GTGxnPLvNQXL,12000.0,1440.0
676,co_86db5ebf-a7f8-41b6-924e-45de568e9e1e,AKAD Bildungsgesellschaft mbH,IN_HOUSE,akad.de,cus_Rr6wUVkUBGgKhu,sub_1QxOinKojVEYZPlXUC8hkH1J,co_86db5ebf-a7f8-41b6-924e-45de568e9e1e,500.0,cus_Rr6wUVkUBGgKhu,24800.0,2976.0
677,co_87129e65-185c-4fbf-9fb1-5bc99a961507,clockin,IN_HOUSE,clockin.de,cus_SIb2T5tfj1yiUs,sub_1S2ZdQKojVEYZPlXWFr4tQ8O,co_87129e65-185c-4fbf-9fb1-5bc99a961507,129.0,,,0.0
678,co_877fadcf-6906-4e1a-bd7f-c53b0c5bdae7,Rippling,IN_HOUSE,rippling.com,cus_SzWyVGXAGj7606,sub_1S3Y11KojVEYZPlXyS0CwRkj,co_877fadcf-6906-4e1a-bd7f-c53b0c5bdae7,57.0,,,0.0
679,co_87e7c450-d127-461f-8982-c5d3b1813745,Hurricane,AGENCY,hurricane media.co.uk,cus_Szdcg1pj5eoruu,sub_1S3eNNKojVEYZPlXLDJKNPjW,co_87e7c450-d127-461f-8982-c5d3b1813745,96.0,cus_Szdcg1pj5eoruu,19900.0,2388.0
680,co_880eb7da-333c-4c9c-9b38-3f61a8862697,Momentum,IN_HOUSE,momentum.io,cus_SCG4FEaU1Go6nM,sub_1RHrYUKojVEYZPlXXg1STiwL,co_880eb7da-333c-4c9c-9b38-3f61a8862697,388.0,cus_SCG4FEaU1Go6nM,24800.0,2976.0
681,co_8812666e-9bfb-44fc-b252-b818cf4bf4f1,Max Borges Agency,AGENCY,maxborgesagency.com,cus_SpXZ7Z3dPBWNAp,sub_1Rw5XNKojVEYZPlXZ3LmAlpG,co_8812666e-9bfb-44fc-b252-b818cf4bf4f1,183.0,,,0.0
682,co_88906278-d735-4c73-b3dd-c1b1afe69635,PREMIUM LEADS,AGENCY,premiumleads.com,cus_T6dkFmAgl3JksN,sub_1SAQYDKojVEYZPlX5rDQo6TK,co_88906278-d735-4c73-b3dd-c1b1afe69635,24.0,cus_T6dkFmAgl3JksN,19900.0,2388.0
683,co_8890f321-da48-466b-bb1b-e5268378b9e2,NewMail AI,IN_HOUSE,newmail.ai,cus_SbyPMJyiY924NN,sub_1RgkT2KojVEYZPlX39xqPMwY,co_8890f321-da48-466b-bb1b-e5268378b9e2,54.0,cus_SbyPMJyiY924NN,8900.0,1068.0
684,co_88d356fd-1924-4aaf-99f0-422a1bcefef0,fitness park,IN_HOUSE,fitnesspark.fr,cus_T4U3ola2XvXckT,sub_1S8L76KojVEYZPlX2nIjZHuQ,co_88d356fd-1924-4aaf-99f0-422a1bcefef0,15.0,,,0.0
685,co_88f74d13-73ca-4486-a865-4f38bd0555a2,Naniza,AGENCY,naniza.io,cus_T6HclsgxIj9AdS,sub_1SA551KojVEYZPlXozTMBt8v,co_88f74d13-73ca-4486-a865-4f38bd0555a2,48.0,,,0.0
686,co_8902670c-23b8-4416-b299-24fb4be61977,Hurivo,AGENCY,hurivo.com,cus_T4qJEm8YGuvJui,sub_1S8gduKojVEYZPlXD7zQDJTJ,co_8902670c-23b8-4416-b299-24fb4be61977,15.0,,,0.0
687,co_89643d00-1e5a-4b1f-b087-1e2bc77e1aef,Hiltzik Strategies,AGENCY,hstrategies.com,cus_T6PBu7IivbRAZa,sub_1SACNHKojVEYZPlXqhEW3fPK,co_89643d00-1e5a-4b1f-b087-1e2bc77e1aef,0.0,cus_T6PBu7IivbRAZa,3980.0,477.6
